vehicle_id,timestamp,odometer_reading,engine_temp_c,engine_rpm,oil_pressure_psi,coolant_temp_c,fuel_level_percent,fuel_consumption_lph,engine_load_percent,throttle_pos_percent,air_flow_rate_gps,exhaust_gas_temp_c,vibration_level,engine_hours,brake_fluid_level_psi,brake_pad_wear_mm,brake_temp_c,abs_fault_indicator,brake_pedal_pos_percent,wheel_speed_fl_kph,wheel_speed_fr_kph,wheel_speed_rl_kph,wheel_speed_rr_kph,battery_voltage_v,battery_current_a,battery_temp_c,alternator_output_v,battery_charge_percent,battery_health_percent,vehicle_speed_kph,ambient_temp_c,humidity_percent,component,failure_category,RUL_Engine,RUL_Brake,RUL_Battery
Syn_15_00010,2023-01-11 00:00:00,75413.05178000002,93.04250613000006,1174.180154,51.6320756,90.2509989,18.19769948,3.444636064,26.11193022,29.62237092,74.34732449,464.8100427,1.443813343,1062.038373,1032.559168,9.727173914000003,79.29759143,0.0,59.34316489,33.07697061,91.42311945,70.53548557,46.678686,12.64041683,13.55917194,11.05021136,14.1748513,83.46849881,90.1621634,88.50198841,26.3805945,55.48884927,,No Failure,353,353,353
Syn_15_00011,2023-01-12 00:00:00,75413.85178000003,93.19250613000008,1174.180154,51.6320756,90.2509989,18.19769948,3.444636064,26.11193022,29.62237092,74.34732449,464.8100427,1.443813343,1062.038373,1032.559168,9.796315165,79.29759143,0.0,59.34316489,33.07697061,91.42311945,70.53548557,46.678686,12.64041683,13.55917194,11.05021136,14.1748513,83.46849881,90.1621634,88.50198841,26.3805945,55.48884927,,No Failure,353,353,353
Syn_15_00012,2023-01-13 00:00:00,75414.65178000003,93.34250613000007,1174.180154,51.6320756,90.2509989,18.19769948,3.444636064,26.11193022,29.62237092,74.34732449,464.8100427,1.443813343,1062.038373,1032.559168,9.796315165,79.29759143,0.0,59.34316489,33.07697061,91.42311945,70.53548557,46.678686,12.64041683,13.55917194,11.05021136,14.1748513,83.46849881,90.1621634,88.50198841,26.3805945,55.48884927,,No Failure,353,353,353
Syn_15_00013,2023-01-14 00:00:00,75415.45178000003,93.49250613000008,1174.180154,51.6320756,90.2509989,18.19769948,3.444636064,26.11193022,29.62237092,74.34732449,464.8100427,1.443813343,1062.038373,1032.559168,9.796315165,79.29759143,0.0,59.34316489,33.07697061,91.42311945,70.53548557,46.678686,12.64041683,13.55917194,11.05021136,14.1748513,83.46849881,90.1621634,88.50198841,26.3805945,55.48884927,,No Failure,353,353,353
Syn_15_00014,2023-01-15 00:00:00,75416.25178000004,93.64250613000009,1174.180154,51.6320756,90.2509989,18.19769948,3.444636064,26.11193022,29.62237092,74.34732449,464.8100427,1.443813343,1062.038373,1032.559168,9.796315165,79.29759143,0.0,59.34316489,33.07697061,91.42311945,70.53548557,46.678686,12.64041683,13.55917194,11.05021136,14.1748513,83.46849881,90.1621634,88.50198841,26.3805945,55.48884927,,No Failure,353,353,353
Syn_15_00015,2023-01-16 00:00:00,75417.05178000004,93.79250613000008,1174.180154,51.6320756,90.2509989,18.19769948,3.444636064,26.11193022,29.62237092,74.34732449,464.8100427,1.443813343,1062.038373,1032.559168,9.796315165,79.29759143,0.0,59.34316489,33.07697061,91.42311945,70.53548557,46.678686,12.64041683,13.55917194,11.05021136,14.1748513,83.46849881,90.1621634,88.50198841,26.3805945,55.48884927,,No Failure,353,353,353
Syn_15_00016,2023-01-17 00:00:00,75417.85178000004,93.9425061300001,1174.180154,51.6320756,90.2509989,18.19769948,3.444636064,26.11193022,29.62237092,74.34732449,464.8100427,1.443813343,1062.038373,1032.559168,9.796315165,79.29759143,0.0,59.34316489,33.07697061,91.42311945,70.53548557,46.678686,12.64041683,13.55917194,11.05021136,14.1748513,83.46849881,90.1621634,88.50198841,26.3805945,55.48884927,,No Failure,353,353,353
Syn_15_00017,2023-01-18 00:00:00,75418.65178000004,94.0925061300001,1174.180154,51.6320756,90.2509989,18.19769948,3.444636064,26.11193022,29.62237092,74.34732449,464.8100427,1.443813343,1062.038373,1032.559168,9.796315165,79.29759143,0.0,59.34316489,33.07697061,91.42311945,70.53548557,46.678686,12.64041683,13.55917194,11.05021136,14.1748513,83.46849881,90.1621634,88.50198841,26.3805945,55.48884927,,No Failure,353,353,353
Syn_15_00018,2023-01-19 00:00:00,75419.45178000005,94.24250613000012,1174.180154,51.6320756,90.2509989,18.19769948,3.444636064,26.11193022,29.62237092,74.34732449,464.8100427,1.443813343,1062.038373,1032.559168,9.796315165,79.29759143,0.0,59.34316489,33.07697061,91.42311945,70.53548557,46.678686,12.64041683,13.55917194,11.05021136,14.1748513,83.46849881,90.1621634,88.50198841,26.3805945,55.48884927,,No Failure,353,353,353
Syn_15_00019,2023-01-20 00:00:00,75420.25178000005,94.39250613000011,1174.180154,51.6320756,90.2509989,18.19769948,3.444636064,26.11193022,29.62237092,74.34732449,464.8100427,1.443813343,1062.038373,1032.559168,9.796315165,79.29759143,0.0,59.34316489,33.07697061,91.42311945,70.53548557,46.678686,12.64041683,13.55917194,11.05021136,14.1748513,83.46849881,90.1621634,88.50198841,26.3805945,55.48884927,,No Failure,353,353,353
Syn_15_00020,2023-01-21 00:00:00,75421.05178000005,94.54250613000012,1174.180154,51.6320756,90.2509989,18.19769948,3.444636064,26.11193022,29.62237092,74.34732449,464.8100427,1.443813343,1062.038373,1032.559168,9.796315165,79.29759143,0.0,59.34316489,33.07697061,91.42311945,70.53548557,46.678686,12.64041683,13.55917194,11.05021136,14.1748513,83.46849881,90.1621634,88.50198841,26.3805945,55.48884927,,No Failure,353,353,353
Syn_15_00021,2023-01-22 00:00:00,75421.85178000006,94.69250613000013,1174.180154,51.6320756,90.2509989,18.19769948,3.444636064,26.11193022,29.62237092,74.34732449,464.8100427,1.443813343,1062.038373,1032.559168,9.796315165,79.29759143,0.0,59.34316489,33.07697061,91.42311945,70.53548557,46.678686,12.64041683,13.55917194,11.05021136,14.1748513,83.46849881,90.1621634,88.50198841,26.3805945,55.48884927,,No Failure,353,353,353
Syn_15_00022,2023-01-23 00:00:00,75422.65178000006,94.84250613000012,1174.180154,51.6320756,90.2509989,18.19769948,3.444636064,26.11193022,29.62237092,74.34732449,464.8100427,1.443813343,1062.038373,1032.559168,9.796315165,79.29759143,0.0,59.34316489,33.07697061,91.42311945,70.53548557,46.678686,12.64041683,13.55917194,11.05021136,14.1748513,83.46849881,90.1621634,88.50198841,26.3805945,55.48884927,,No Failure,353,353,353
Syn_15_00023,2023-01-24 00:00:00,75423.45178000006,94.99250613000014,1174.180154,51.6320756,90.2509989,18.19769948,3.444636064,26.11193022,29.62237092,74.34732449,464.8100427,1.443813343,1062.038373,1032.559168,9.796315165,79.29759143,0.0,59.34316489,33.07697061,91.42311945,70.53548557,46.678686,12.64041683,13.55917194,11.05021136,14.1748513,83.46849881,90.1621634,88.50198841,26.3805945,55.48884927,,No Failure,353,353,353
Syn_15_00024,2023-01-25 00:00:00,75424.25178000006,95.14250613000014,1174.180154,51.6320756,90.2509989,18.19769948,3.444636064,26.11193022,29.62237092,74.34732449,464.8100427,1.443813343,1062.038373,1032.559168,9.796315165,79.29759143,0.0,59.34316489,33.07697061,91.42311945,70.53548557,46.678686,12.64041683,13.55917194,11.05021136,14.1748513,83.46849881,90.1621634,88.50198841,26.3805945,55.48884927,,No Failure,353,353,353
Syn_15_00025,2023-01-26 00:00:00,75425.05178000007,95.29250613000016,1174.180154,51.6320756,90.2509989,18.19769948,3.444636064,26.11193022,29.62237092,74.34732449,464.8100427,1.443813343,1062.038373,1032.559168,9.796315165,79.29759143,0.0,59.34316489,33.07697061,91.42311945,70.53548557,46.678686,12.64041683,13.55917194,11.05021136,14.1748513,83.46849881,90.1621634,88.50198841,26.3805945,55.48884927,,No Failure,353,353,353
Syn_15_00026,2023-01-27 00:00:00,75425.85178000007,95.44250613000015,1174.180154,51.6320756,90.2509989,18.19769948,3.444636064,26.11193022,29.62237092,74.34732449,464.8100427,1.443813343,1062.038373,1032.559168,9.796315165,79.29759143,0.0,59.34316489,33.07697061,91.42311945,70.53548557,46.678686,12.64041683,13.55917194,11.05021136,14.1748513,83.46849881,90.1621634,88.50198841,26.3805945,55.48884927,,No Failure,353,353,353
Syn_15_00027,2023-01-28 00:00:00,75426.65178000007,95.59250613000016,1174.180154,51.6320756,90.2509989,18.19769948,3.444636064,26.11193022,29.62237092,74.34732449,464.8100427,1.443813343,1062.038373,1032.559168,9.796315165,79.29759143,0.0,59.34316489,33.07697061,91.42311945,70.53548557,46.678686,12.64041683,13.55917194,11.05021136,14.1748513,83.46849881,90.1621634,88.50198841,26.3805945,55.48884927,,No Failure,353,353,353
Syn_15_00028,2023-01-29 00:00:00,75427.45178000008,95.74250613000017,1174.180154,51.6320756,90.2509989,18.19769948,3.444636064,26.11193022,29.62237092,74.34732449,464.8100427,1.443813343,1062.038373,1032.559168,9.796315165,79.29759143,0.0,59.34316489,33.07697061,91.42311945,70.53548557,46.678686,12.64041683,13.55917194,11.05021136,14.1748513,83.46849881,90.1621634,88.50198841,26.3805945,55.48884927,,No Failure,353,353,353
Syn_15_00029,2023-01-30 00:00:00,75428.25178000008,95.89250613000016,1174.180154,51.6320756,90.2509989,18.19769948,3.444636064,26.11193022,29.62237092,74.34732449,464.8100427,1.443813343,1062.038373,1032.559168,9.796315165,79.29759143,0.0,59.34316489,33.07697061,91.42311945,70.53548557,46.678686,12.64041683,13.55917194,11.05021136,14.1748513,83.46849881,90.1621634,88.50198841,26.3805945,55.48884927,,No Failure,353,353,353
Syn_15_00030,2023-01-31 00:00:00,75429.05178000008,96.04250613000018,1174.180154,51.6320756,90.2509989,18.19769948,3.444636064,26.11193022,29.62237092,74.34732449,464.8100427,1.443813343,1062.038373,1032.559168,9.796315165,79.29759143,0.0,59.34316489,33.07697061,91.42311945,70.53548557,46.678686,12.64041683,13.55917194,11.05021136,14.1748513,83.46849881,90.1621634,88.50198841,26.3805945,55.48884927,,No Failure,353,353,353
Syn_15_00031,2023-02-01 00:00:00,75429.85178000008,96.19250613000018,1174.180154,51.6320756,90.2509989,18.19769948,3.444636064,26.11193022,29.62237092,74.34732449,464.8100427,1.443813343,1062.038373,1032.559168,9.796315165,79.29759143,0.0,59.34316489,33.07697061,91.42311945,70.53548557,46.678686,12.64041683,13.55917194,11.05021136,14.1748513,83.46849881,90.1621634,88.50198841,26.3805945,55.48884927,,No Failure,353,353,353
Syn_15_00032,2023-02-02 00:00:00,75430.65178000009,96.3425061300002,1174.180154,51.6320756,90.2509989,18.19769948,3.444636064,26.11193022,29.62237092,74.34732449,464.8100427,1.443813343,1062.038373,1032.559168,9.796315165,79.29759143,0.0,59.34316489,33.07697061,91.42311945,70.53548557,46.678686,12.64041683,13.55917194,11.05021136,14.1748513,83.46849881,90.1621634,88.50198841,26.3805945,55.48884927,,No Failure,353,353,353
Syn_15_00033,2023-02-03 00:00:00,75431.45178000009,96.4925061300002,1174.180154,51.6320756,90.2509989,18.19769948,3.444636064,26.11193022,29.62237092,74.34732449,464.8100427,1.443813343,1062.038373,1032.559168,9.796315165,79.29759143,0.0,59.34316489,33.07697061,91.42311945,70.53548557,46.678686,12.64041683,13.55917194,11.05021136,14.1748513,83.46849881,90.1621634,88.50198841,26.3805945,55.48884927,,No Failure,353,353,353
Syn_15_00034,2023-02-04 00:00:00,75432.2517800001,96.6425061300002,1174.180154,51.6320756,90.2509989,18.19769948,3.444636064,26.11193022,29.62237092,74.34732449,464.8100427,1.443813343,1062.038373,1032.559168,9.796315165,79.29759143,0.0,59.34316489,33.07697061,91.42311945,70.53548557,46.678686,12.64041683,13.55917194,11.05021136,14.1748513,83.46849881,90.1621634,88.50198841,26.3805945,55.48884927,,No Failure,353,353,353
Syn_15_00035,2023-02-05 00:00:00,75433.0517800001,96.7925061300002,1174.180154,51.6320756,90.2509989,18.19769948,3.444636064,26.11193022,29.62237092,74.34732449,464.8100427,1.443813343,1062.038373,1032.559168,9.796315165,79.29759143,0.0,59.34316489,33.07697061,91.42311945,70.53548557,46.678686,12.64041683,13.55917194,11.05021136,14.1748513,83.46849881,90.1621634,88.50198841,26.3805945,55.48884927,,No Failure,353,353,353
Syn_15_00036,2023-02-06 00:00:00,75433.8517800001,96.9425061300002,1174.180154,51.6320756,90.2509989,18.19769948,3.444636064,26.11193022,29.62237092,74.34732449,464.8100427,1.443813343,1062.038373,1032.559168,9.796315165,79.29759143,0.0,59.34316489,33.07697061,91.42311945,70.53548557,46.678686,12.64041683,13.55917194,11.05021136,14.1748513,83.46849881,90.1621634,88.50198841,26.3805945,55.48884927,,No Failure,353,353,353
Syn_15_00037,2023-02-07 00:00:00,75434.6517800001,97.09250613000022,1174.180154,51.6320756,90.2509989,18.19769948,3.444636064,26.11193022,29.62237092,74.34732449,464.8100427,1.443813343,1062.038373,1032.559168,9.796315165,79.29759143,0.0,59.34316489,33.07697061,91.42311945,70.53548557,46.678686,12.64041683,13.55917194,11.05021136,14.1748513,83.46849881,90.1621634,88.50198841,26.3805945,55.48884927,,No Failure,353,353,353
Syn_15_00038,2023-02-08 00:00:00,75435.4517800001,97.24250613000022,1174.180154,51.6320756,90.2509989,18.19769948,3.444636064,26.11193022,29.62237092,74.34732449,464.8100427,1.443813343,1062.038373,1032.559168,9.796315165,79.29759143,0.0,59.34316489,33.07697061,91.42311945,70.53548557,46.678686,12.64041683,13.55917194,11.05021136,14.1748513,83.46849881,90.1621634,88.50198841,26.3805945,55.48884927,,No Failure,353,353,353
Syn_15_00039,2023-02-09 00:00:00,75436.25178000011,97.39250613000024,1174.180154,51.6320756,90.2509989,18.19769948,3.444636064,26.11193022,29.62237092,74.34732449,464.8100427,1.443813343,1062.038373,1032.559168,9.796315165,79.29759143,0.0,59.34316489,33.07697061,91.42311945,70.53548557,46.678686,12.64041683,13.55917194,11.05021136,14.1748513,83.46849881,90.1621634,88.50198841,26.3805945,55.48884927,,No Failure,353,353,353
Syn_15_00040,2023-02-10 00:00:00,75437.05178000011,97.54250613000023,1174.180154,51.6320756,90.2509989,18.19769948,3.444636064,26.11193022,29.62237092,74.34732449,464.8100427,1.443813343,1062.038373,1032.559168,9.796315165,79.29759143,0.0,59.34316489,33.07697061,91.42311945,70.53548557,46.678686,12.64041683,13.55917194,11.05021136,14.1748513,83.46849881,90.1621634,88.50198841,26.3805945,55.48884927,,No Failure,353,353,353
Syn_15_00041,2023-02-11 00:00:00,75437.85178000011,97.69250613000024,1174.180154,51.6320756,90.2509989,18.19769948,3.444636064,26.11193022,29.62237092,74.34732449,464.8100427,1.443813343,1062.038373,1032.559168,9.796315165,79.29759143,0.0,59.34316489,33.07697061,91.42311945,70.53548557,46.678686,12.64041683,13.55917194,11.05021136,14.1748513,83.46849881,90.1621634,88.50198841,26.3805945,55.48884927,,No Failure,353,353,353
Syn_15_00042,2023-02-12 00:00:00,75438.65178000012,97.84250613000025,1174.180154,51.6320756,90.2509989,18.19769948,3.444636064,26.11193022,29.62237092,74.34732449,464.8100427,1.443813343,1062.038373,1032.559168,9.796315165,79.29759143,0.0,59.34316489,33.07697061,91.42311945,70.53548557,46.678686,12.64041683,13.55917194,11.05021136,14.1748513,83.46849881,90.1621634,88.50198841,26.3805945,55.48884927,,No Failure,353,353,353
Syn_15_00043,2023-02-13 00:00:00,75439.45178000012,97.99250613000024,1174.180154,51.6320756,90.2509989,18.19769948,3.444636064,26.11193022,29.62237092,74.34732449,464.8100427,1.443813343,1062.038373,1032.559168,9.796315165,79.29759143,0.0,59.34316489,33.07697061,91.42311945,70.53548557,46.678686,12.64041683,13.55917194,11.05021136,14.1748513,83.46849881,90.1621634,88.50198841,26.3805945,55.48884927,,No Failure,353,353,353
Syn_15_00044,2023-02-14 00:00:00,75440.25178000012,98.14250613000026,1174.180154,51.6320756,90.2509989,18.19769948,3.444636064,26.11193022,29.62237092,74.34732449,464.8100427,1.443813343,1062.038373,1032.559168,9.796315165,79.29759143,0.0,59.34316489,33.07697061,91.42311945,70.53548557,46.678686,12.64041683,13.55917194,11.05021136,14.1748513,83.46849881,90.1621634,88.50198841,26.3805945,55.48884927,,No Failure,353,353,353
Syn_15_00045,2023-02-15 00:00:00,75441.05178000013,98.29250613000026,1174.180154,51.6320756,90.2509989,18.19769948,3.444636064,26.11193022,29.62237092,74.34732449,464.8100427,1.443813343,1062.038373,1032.559168,9.796315165,79.29759143,0.0,59.34316489,33.07697061,91.42311945,70.53548557,46.678686,12.64041683,13.55917194,11.05021136,14.1748513,83.46849881,90.1621634,88.50198841,26.3805945,55.48884927,,No Failure,353,353,353
Syn_15_00046,2023-02-16 00:00:00,75441.85178000013,98.44250613000028,1174.180154,51.6320756,90.2509989,18.19769948,3.444636064,26.11193022,29.62237092,74.34732449,464.8100427,1.443813343,1062.038373,1032.559168,9.796315165,79.29759143,0.0,59.34316489,33.07697061,91.42311945,70.53548557,46.678686,12.64041683,13.55917194,11.05021136,14.1748513,83.46849881,90.1621634,88.50198841,26.3805945,55.48884927,,No Failure,353,353,353
Syn_15_00047,2023-02-17 00:00:00,75442.65178000013,98.59250613000027,1174.180154,51.6320756,90.2509989,18.19769948,3.444636064,26.11193022,29.62237092,74.34732449,464.8100427,1.443813343,1062.038373,1032.559168,9.796315165,79.29759143,0.0,59.34316489,33.07697061,91.42311945,70.53548557,46.678686,12.64041683,13.55917194,11.05021136,14.1748513,83.46849881,90.1621634,88.50198841,26.3805945,55.48884927,,No Failure,353,353,353
Syn_15_00048,2023-02-18 00:00:00,75443.45178000013,98.74250613000028,1174.180154,51.6320756,90.2509989,18.19769948,3.444636064,26.11193022,29.62237092,74.34732449,464.8100427,1.443813343,1062.038373,1032.559168,9.796315165,79.29759143,0.0,59.34316489,33.07697061,91.42311945,70.53548557,46.678686,12.64041683,13.55917194,11.05021136,14.1748513,83.46849881,90.1621634,88.50198841,26.3805945,55.48884927,,No Failure,353,353,353
Syn_15_00049,2023-02-19 00:00:00,75444.25178000014,98.89250613000029,1174.180154,51.6320756,90.2509989,18.19769948,3.444636064,26.11193022,29.62237092,74.34732449,464.8100427,1.443813343,1062.038373,1032.559168,9.796315165,79.29759143,0.0,59.34316489,33.07697061,91.42311945,70.53548557,46.678686,12.64041683,13.55917194,11.05021136,14.1748513,83.46849881,90.1621634,88.50198841,26.3805945,55.48884927,,No Failure,353,353,353
Syn_15_00050,2023-02-20 00:00:00,75445.05178000014,99.04250613000028,1174.180154,51.6320756,90.2509989,18.19769948,3.444636064,26.11193022,29.62237092,74.34732449,464.8100427,1.443813343,1062.038373,1032.559168,9.796315165,79.29759143,0.0,59.34316489,33.07697061,91.42311945,70.53548557,46.678686,12.64041683,13.55917194,11.05021136,14.1748513,83.46849881,90.1621634,88.50198841,26.3805945,55.48884927,,No Failure,353,353,353
Syn_15_00051,2023-02-21 00:00:00,75445.85178000014,99.1925061300003,1174.180154,51.6320756,90.2509989,18.19769948,3.444636064,26.11193022,29.62237092,74.34732449,464.8100427,1.443813343,1062.038373,1032.559168,9.796315165,79.29759143,0.0,59.34316489,33.07697061,91.42311945,70.53548557,46.678686,12.64041683,13.55917194,11.05021136,14.1748513,83.46849881,90.1621634,88.50198841,26.3805945,55.48884927,,No Failure,353,353,353
Syn_15_00052,2023-02-22 00:00:00,75446.65178000015,99.3425061300003,1174.180154,51.6320756,90.2509989,18.19769948,3.444636064,26.11193022,29.62237092,74.34732449,464.8100427,1.443813343,1062.038373,1032.559168,9.796315165,79.29759143,0.0,59.34316489,33.07697061,91.42311945,70.53548557,46.678686,12.64041683,13.55917194,11.05021136,14.1748513,83.46849881,90.1621634,88.50198841,26.3805945,55.48884927,,No Failure,353,353,353
Syn_15_00053,2023-02-23 00:00:00,75447.45178000015,99.49250613000032,1174.180154,51.6320756,90.2509989,18.19769948,3.444636064,26.11193022,29.62237092,74.34732449,464.8100427,1.443813343,1062.038373,1032.559168,9.796315165,79.29759143,0.0,59.34316489,33.07697061,91.42311945,70.53548557,46.678686,12.64041683,13.55917194,11.05021136,14.1748513,83.46849881,90.1621634,88.50198841,26.3805945,55.48884927,,No Failure,353,353,353
Syn_15_00054,2023-02-24 00:00:00,75448.25178000015,99.64250613000031,1174.180154,51.6320756,90.2509989,18.19769948,3.444636064,26.11193022,29.62237092,74.34732449,464.8100427,1.443813343,1062.038373,1032.559168,9.796315165,79.29759143,0.0,59.34316489,33.07697061,91.42311945,70.53548557,46.678686,12.64041683,13.55917194,11.05021136,14.1748513,83.46849881,90.1621634,88.50198841,26.3805945,55.48884927,,No Failure,353,353,353
Syn_15_00055,2023-02-25 00:00:00,75449.05178000015,99.79250613000032,1174.180154,51.6320756,90.2509989,18.19769948,3.444636064,26.11193022,29.62237092,74.34732449,464.8100427,1.443813343,1062.038373,1032.559168,9.796315165,79.29759143,0.0,59.34316489,33.07697061,91.42311945,70.53548557,46.678686,12.64041683,13.55917194,11.05021136,14.1748513,83.46849881,90.1621634,88.50198841,26.3805945,55.48884927,,No Failure,353,353,353
Syn_15_00056,2023-02-26 00:00:00,75449.85178000016,99.94250613000033,1174.180154,51.6320756,90.2509989,18.19769948,3.444636064,26.11193022,29.62237092,74.34732449,464.8100427,1.443813343,1062.038373,1032.559168,9.796315165,79.29759143,0.0,59.34316489,33.07697061,91.42311945,70.53548557,46.678686,12.64041683,13.55917194,11.05021136,14.1748513,83.46849881,90.1621634,88.50198841,26.3805945,55.48884927,,No Failure,353,353,353
Syn_15_00057,2023-02-27 00:00:00,75450.65178000016,100.09250613000032,1174.180154,51.6320756,90.2509989,18.19769948,3.444636064,26.11193022,29.62237092,74.34732449,464.8100427,1.443813343,1062.038373,1032.559168,9.796315165,79.29759143,0.0,59.34316489,33.07697061,91.42311945,70.53548557,46.678686,12.64041683,13.55917194,11.05021136,14.1748513,83.46849881,90.1621634,88.50198841,26.3805945,55.48884927,,No Failure,353,353,353
Syn_15_00058,2023-02-28 00:00:00,75451.45178000016,100.24250613000034,1174.180154,51.6320756,90.2509989,18.19769948,3.444636064,26.11193022,29.62237092,74.34732449,464.8100427,1.443813343,1062.038373,1032.559168,9.796315165,79.29759143,0.0,59.34316489,33.07697061,91.42311945,70.53548557,46.678686,12.64041683,13.55917194,11.05021136,14.1748513,83.46849881,90.1621634,88.50198841,26.3805945,55.48884927,,No Failure,353,353,353
Syn_15_00059,2023-03-01 00:00:00,75452.25178000017,100.39250613000034,1174.180154,51.6320756,90.2509989,18.19769948,3.444636064,26.11193022,29.62237092,74.34732449,464.8100427,1.443813343,1062.038373,1032.559168,9.796315165,79.29759143,0.0,59.34316489,33.07697061,91.42311945,70.53548557,46.678686,12.64041683,13.55917194,11.05021136,14.1748513,83.46849881,90.1621634,88.50198841,26.3805945,55.48884927,,No Failure,353,353,353
